CIK,Name,Form,Filing date,Filing year,Filing quarter,URL of form,public float 1,public float 2,extract,point of public float,position of something...,checkbox extract,LAF,AF,NAF,SRC,LAF2,AF2,NAF2,SRC2,Filing status,FYenddate,FY year,"Filer status, alternate","Accelerated filer status, pre-2005",Filing status 2
1092448,PHOENIX INTERESTS INC,10-K,2009-05-07,2009,2,http://www.sec.gov/Archives/edgar/data/1092448/0001019687-09-001632.txt,165000.0,165000.0,"held by non-affiliates of the registrant was approximately $165,000 based on the closing price of $0.0001 as reported on the Over-the-Counter Bulletin Board Market. Number of shares of common stock outstanding as of April 15, 2009: 2,044,318,203. TABLE OF CONTENTS TO ANNUAL REPORT ON FORM 10-K FOR YEAR ENDED DECEMBER 31, 2008 Page ---------- PART I Item 1. Business 1 Item 1A. Risk Factors Item 1B.",3956,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer |_| accelerated filer |_| non-accelerated filer |_| smaller reporting company |x|",large accelerated filer |_| ,accelerated filer |_| ,non-accelerated filer |_| ,smaller reporting company |x|,||,||,||,|x|,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
832767,PHOENIX TECHNOLOGIES LTD,10-K/A,2009-06-01,2009,2,http://www.sec.gov/Archives/edgar/data/832767/0000950123-09-010092.txt,369076618.0,369076618.0,"held by non-affiliates of the registrant as of March 31, 2008 was $369,076,618 based upon the last reported sales price of the registrants Common Stock on the NASDAQ Global Market on such date. For purpose of this disclosure, shares of Common Stock held by directors and officers of the registrant and by stockholders who own more than 10% of the registrants outstanding Common Stock have been exclud",4336,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"september 30, 2008",2008,,,,accelerated filer
1269871,"PHYSICIANS FORMULA HOLDINGS, INC.",10-K/A,2009-04-27,2009,2,http://www.sec.gov/Archives/edgar/data/1269871/0001269871-09-000015.txt,131799722.0,131799722.0,"held by non-affiliates of the registrant was approximately $131,799,722 (based upon the closing sale price of the common stock on that date on The Nasdaq Global Select Market). The number of shares of the registrants common stock outstanding as of March 27, 2009 was 13,577,118. D",4326,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act.: large accelerated filer o accelerated filer x non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer x ,non-accelerated filer o ,smaller reporting company o,o,x,o,o,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
830122,PICO HOLDINGS INC /NEW,10-K/A,2009-05-13,2009,2,http://www.sec.gov/Archives/edgar/data/830122/0000830122-09-000008.txt,739511961.0,739511961.0,"held by non-affiliates of the registrant (based on the closing sales price of such stock as reported in the NASDAQ Global Market) as of June 30, 2008 the last business day of the registrants most recently completed second fiscal quarter, was $739,511,961. On May 7, 2009, the registrant had 18,840,392 shares of common stock, $.001 par value, outstanding. D",4249,266,"whether the registrant is a large accelerated filer, an accelerated filer or a non-accelerated filer. see definition of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act (check one): large accelerated filer yes ý accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer yes ý ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,yesý,¨,¨,¨,Large accelerated filer,"december 31, 2008",2008,,,,large accelerated filer
278130,PIER 1 IMPORTS INC/DE,10-K,2009-05-04,2009,2,http://www.sec.gov/Archives/edgar/data/278130/0001047469-09-004982.txt,391319000.0,391319000.0,"held by non-affiliates of the registrant was $391,319,000 based on the closing sales price on that day of $4.42 as reported by the New York Stock Exchange. As of April 29, 2009, 90,546,034 shares of the registrant's common stock, $1.00 par value, were outstanding. D",4442,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer ý non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer ý ,non-accelerated filer o ,smaller reporting company o,o,ý,o,o,Accelerated filer,"february 28, 2009",2009,,,,accelerated filer
1086533,PIPELINE DATA INC,10-K/A,2009-04-22,2009,2,http://www.sec.gov/Archives/edgar/data/1086533/0001169232-09-002201.txt,10652749.0,10652749.0,"held by non-affiliates computed by reference to the price at which the common equity was sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recently completed second quarter . (See definition of affiliate in Rule 12b-2 of the Exchange Act.). As of June 30, 2008, the market value of securities held by non-affiliates is $10,652,749 bas",3501,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of “accelerated filer and large accelerated filer” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer non-accelerated filer o smaller reporting company o x",large accelerated filer o ,accelerated filer ,non-accelerated filer o ,smaller reporting company o x,o,,o,ox,,"december 31, 2008 o ",2008,,,,smaller reporting company
216877,PISMO COAST VILLAGE INC,10-K/A,2009-06-22,2009,2,http://www.sec.gov/Archives/edgar/data/216877/0000216877-09-000018.txt,57200000.0,57200000.0,"held by non-affiliates computed by reference to the price at which the common equity was sold, or the average bid and asked price of such common equity, as of the last business day of the registrant's most recently completed fiscal quarter. $57,200,000 (APPLICABLE ONLY TO REGISTRANT'S INVOLVED IN BANKRUPTCY PROCEEDINGS DURING THE PRECEDING FIVE YEARS) Indicate by check mark whether the registrant ",4471,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. [ ] large accelerated filer [ ] non-accelerated filer [ ] accelerated filer [x] smaller reporting company",large accelerated filer [ ] ,accelerated filer [x] ,non-accelerated filer [ ] ,smaller reporting company,,x,,,Accelerated filer,"september 30, 2008 ",2008,,,,smaller reporting company
78838,PITTSBURGH & WEST VIRGINIA RAILROAD,10-K/A,2009-04-07,2009,2,http://www.sec.gov/Archives/edgar/data/78838/0000078838-09-000008.txt,error converting to float,none,"held by non-affiliates of the registrant as of February 29, 2008 was $ 14,161,927. At February 29, 2008, there were 1,510,000 outstanding shares of beneficial interest. Notices and communications from the Securities and Exchange Commission for the registrant may be sent to Robert R. McCoy, Vice President and Secretary- Treasurer, #2 Port Amherst Drive, Charleston, WV 25306. The information require",3748,266,"whether the registrant is a large accelerated filer, accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of ""accelerated filer and large accelerated filer"" in rule 12b-2 of the exchange act. (check one): large accelerated filer _______ accelerated filer _________ non-accelerated filer _______ smaller reporting company __x___",large accelerated filer _______ ,accelerated filer _________ ,non-accelerated filer _______ ,smaller reporting company __x___,,,,x,Smaller reporting company,"december 31, 2007",2007,,,,smaller reporting company
1287258,PLANETOUT INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1287258/0000950134-09-008945.txt,2660150.0,2660150.0,"held by non-affiliates, computed by reference to the closing price for the common stock as reported by the NASDAQ Stock Market LLC as of June 30, 2008 and based upon information provided by stockholders on Schedules 13D and 13G filed with the Securities and Exchange Commission, was approximately $2,660,150. Shares of common stock held by each executive officer and director and by each person who o",4093,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1076505,PLANKTOS CORP,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1076505/0001211524-09-000085.txt,874540.0,874540.0,"held by non-affiliates (39,751,838 shares) was approximately $874,540 based on the average closing bid and asked prices ($0.022) for the common stock on April 14, 2009. At April 14, 2009 the number of shares outstanding of the registrant's common stock, $0.001 par value (the only class of voting stock), was 84,751,838. 1 Return to Table of Contents TABLE OF CONTENTS Page PART I. Item 1. Business 3",3814,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company as defined by rule 12b-2 of the exchange act: smaller reporting company þ .",,"accelerated filer, an accelerated filer, a ","non-accelerated filer, or a ",smaller reporting company as define,,",an,a",",ora",asdefine,,"december 31, 200 8 ",,,,,no filer category information
914025,PLANTRONICS INC /CA/,10-K,2009-05-26,2009,2,http://www.sec.gov/Archives/edgar/data/914025/0000914025-09-000027.txt,1104192709.0,1104192709.0,"held by non-affiliates of the Registrant, based upon the closing price of $22.60 for shares of the Registrant's common stock on September 26, 2008, the last business day of the registrants most recently completed second fiscal quarter as reported by the New York Stock Exchange, was approximately $1,104,192,709. In calculating such aggregate market value, shares of common stock owned of record or b",4345,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of “large accelerated filer,” “accelerated filer,” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one). large accelerated filer x accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer x ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,x,¨,¨,¨,Large accelerated filer,"march 28, 2009",2009,,,,large accelerated filer
